regiao;coduf;data;semana_epidemiologica;populacaotcu2019;casos_acumulado;casos_novos;obitos_acumulado;obitos_novos;recuperados_novos;em_acompanhamento_novos
Brasil;76;2022-02-06;6;210147125;26533010;59737;632193;391;22717907;3182910
Brasil;76;2022-02-07;6;210147125;26599593;66583;632621;428;22846652;3120320
Brasil;76;2022-02-08;6;210147125;26776620;177027;633810;1189;23101660;3041150
Brasil;76;2022-02-09;6;210147125;26955434;178814;635074;1264;23303192;3017168
Brasil;76;2022-02-10;6;210147125;27119500;164066;636017;943;23446849;3036634
Brasil;76;2022-02-11;6;210147125;27285509;166009;637152;1135;23568213;3080144
Brasil;76;2022-02-12;6;210147125;27425743;140234;638048;896;23685472;3102223
Brasil;76;2022-02-13;7;210147125;27479963;54220;638362;314;23783443;3058158
Brasil;76;2022-02-14;7;210147125;27538503;58540;638835;473;23969577;2930091
Brasil;76;2022-02-15;7;210147125;27659052;120549;639689;854;24252534;2766829
Brasil;76;2022-02-16;7;210147125;27806786;147734;640774;1085;24516591;2649421
Brasil;76;2022-02-17;7;210147125;27937835;131049;641902;1128;24708484;2587449
Brasil;76;2022-02-18;7;210147125;28058862;121027;643029;1127;24826457;2589376
Brasil;76;2022-02-19;7;210147125;28167587;108725;643880;851;24949782;2573925
Brasil;76;2022-02-20;8;210147125;28208212;40625;644286;406;25048072;2515854
Brasil;76;2022-02-21;8;210147125;28245551;37339;644604;318;25244026;2356921
Brasil;76;2022-02-22;8;210147125;28351327;105776;645420;816;25505984;2199923
Brasil;76;2022-02-23;8;210147125;28484890;133563;646419;999;25772807;2065664
Brasil;76;2022-02-24;8;210147125;28578647;93757;647390;971;25901919;2029338
Brasil;76;2022-02-25;8;210147125;28670242;91595;648160;770;25994566;2027516
Brasil;76;2022-02-26;8;210147125;28744050;73808;648913;753;26082511;2012626
Brasil;76;2022-02-27;9;210147125;28768104;24054;649134;221;26183623;1935347
Brasil;76;2022-02-28;9;210147125;28787620;19516;649333;199;26336373;1801914
Brasil;76;2022-03-01;9;210147125;28811165;23545;649630;297;26506005;1655530
Brasil;76;2022-03-02;9;210147125;28842160;30995;650000;370;26668010;1524150
Brasil;76;2022-03-03;9;210147125;28904030;61870;650578;578;26810286;1443166
Brasil;76;2022-03-04;9;210147125;28973799;69769;651255;677;26909481;1413063
Brasil;76;2022-03-05;9;210147125;29033052;59253;651927;672;26982294;1398831
Brasil;76;2022-03-06;10;210147125;29049013;15961;652143;216;27058371;1338499
Brasil;76;2022-03-07;10;210147125;29069469;20456;652341;198;27179192;1237936
Brasil;76;2022-03-08;10;210147125;29138362;68893;652829;488;27344949;1140584
Brasil;76;2022-03-09;10;210147125;29193268;54906;653498;669;27470786;1068984
Brasil;76;2022-03-10;10;210147125;29249903;56635;654086;588;27556598;1039219
Brasil;76;2022-03-11;10;210147125;29305114;55211;654556;470;27618035;1032523
Brasil;76;2022-03-12;10;210147125;29350134;45020;654945;389;27671593;1023596
Brasil;76;2022-03-13;11;210147125;29368776;18642;655078;133;27742324;971374
Brasil;76;2022-03-14;11;210147125;29380063;11287;655249;171;27838793;886021
Brasil;76;2022-03-15;11;210147125;29432157;52094;655585;336;27968811;807761
Brasil;76;2022-03-16;11;210147125;29478039;45882;655940;355;28063760;758339
Brasil;76;2022-03-17;11;210147125;29527640;49601;656425;485;28126647;744568
Brasil;76;2022-03-18;11;210147125;29573112;45472;656798;373;28163904;752410
Brasil;76;2022-03-19;11;210147125;29617266;44154;657102;304;28183864;776300
Brasil;76;2022-03-20;12;210147125;29630484;13218;657205;103;28187353;785926
Brasil;76;2022-03-21;12;210147125;29641594;11110;657302;97;28214095;770197
Brasil;76;2022-03-22;12;210147125;29682615;41021;657696;394;28286808;738111
Brasil;76;2022-03-23;12;210147125;29729991;47376;657998;302;28363966;708027
Brasil;76;2022-03-24;12;210147125;29767681;37690;658310;312;28407457;701914
Brasil;76;2022-03-25;12;210147125;29802257;34576;658566;256;28433713;709978
Brasil;76;2022-03-26;12;210147125;29832179;29922;658762;196;28464436;708981
Brasil;76;2022-03-27;13;210147125;29842418;10239;658879;117;28497468;686071
Brasil;76;2022-03-28;13;210147125;29852341;9923;658956;77;28550311;643074
Brasil;76;2022-03-29;13;210147125;29882397;30056;659241;285;28618511;604645
Brasil;76;2022-03-30;13;210147125;29916334;33937;659504;263;28679560;577270
Brasil;76;2022-03-31;13;210147125;29947895;31561;659757;253;28718580;569558
Brasil;76;2022-04-01;13;210147125;29975165;27270;660002;245;28739687;575476
Brasil;76;2022-04-02;13;210147125;29992227;17062;660108;106;28758676;573443
Brasil;76;2022-04-03;14;210147125;29999437;7210;660147;39;28784928;554362
Brasil;76;2022-04-04;14;210147125;30012798;13361;660312;165;28834486;518000
Brasil;76;2022-04-05;14;210147125;30040129;27331;660528;216;28892353;487248
Brasil;76;2022-04-06;14;210147125;30067249;27120;660723;195;28942887;463639
Brasil;76;2022-04-07;14;210147125;30093751;26502;660973;250;28976397;456381
Brasil;76;2022-04-08;14;210147125;30123963;30212;661122;149;29001370;461471
Brasil;76;2022-04-09;14;210147125;30145192;21229;661220;98;29018271;465701
Brasil;76;2022-04-10;15;210147125;30152402;7210;661258;38;29038896;452248
Brasil;76;2022-04-11;15;210147125;30161205;8803;661327;69;29076974;422904
Brasil;76;2022-04-12;15;210147125;30183929;22724;661493;166;29126303;396133
Brasil;76;2022-04-13;15;210147125;30210853;26924;661656;163;29167518;381679
Brasil;76;2022-04-14;15;210147125;30234024;23171;661796;140;29191158;381070
Brasil;76;2022-04-15;15;210147125;30247302;13278;661907;111;29199903;385492
Brasil;76;2022-04-16;15;210147125;30250077;2775;661938;31;29206243;381896
Brasil;76;2022-04-17;16;210147125;30252618;2541;661960;22;29227051;363607
Brasil;76;2022-04-18;16;210147125;30261088;8470;662026;66;29262483;336579
Brasil;76;2022-04-19;16;210147125;30275219;14131;662151;125;29298848;314220
Brasil;76;2022-04-20;16;210147125;30311969;36750;662414;263;29340802;308753
Brasil;76;2022-04-21;16;210147125;30330629;18660;662506;92;29353398;314725
Brasil;76;2022-04-22;16;210147125;30338697;8068;662557;51;29352832;323308
Brasil;76;2022-04-23;16;210147125;30345654;6957;662610;53;29364400;318644
Brasil;76;2022-04-24;17;210147125;30349463;3809;662646;36;29384354;302463
Brasil;76;2022-04-25;17;210147125;30355919;6456;662722;76;29411813;281384
Brasil;76;2022-04-26;17;210147125;30378061;22142;662866;144;29450841;264354
Brasil;76;2022-04-27;17;210147125;30399004;20943;663111;245;29480998;254895
Brasil;76;2022-04-28;17;210147125;30418920;19916;663225;114;29499422;256273
Brasil;76;2022-04-29;17;210147125;30433042;14122;663410;185;29507557;262075
Brasil;76;2022-04-30;17;210147125;30448236;15194;663497;87;29519204;265535
Brasil;76;2022-05-01;18;210147125;30454499;6263;663513;16;29533039;257947
Brasil;76;2022-05-02;18;210147125;30460997;6498;663602;89;29554308;243087
Brasil;76;2022-05-03;18;210147125;30482429;21432;663694;92;29585304;233431
Brasil;76;2022-05-04;18;210147125;30502501;20072;663759;65;29602372;236370
Brasil;76;2022-05-05;18;210147125;30524183;21682;663896;137;29609094;251193
Brasil;76;2022-05-06;18;210147125;30543908;19725;664091;195;29612822;266995
Brasil;76;2022-05-07;18;210147125;30558530;14622;664126;35;29617164;277240
Brasil;76;2022-05-08;19;210147125;30564536;6006;664139;13;29629420;270977
Brasil;76;2022-05-09;19;210147125;30574245;9709;664192;53;29652018;258035
Brasil;76;2022-05-10;19;210147125;30594388;20143;664390;198;29681120;248878
Brasil;76;2022-05-11;19;210147125;30617786;23398;664516;126;29697931;255339
Brasil;76;2022-05-12;19;210147125;30639130;21344;664641;125;29703904;270585
Brasil;76;2022-05-13;19;210147125;30664739;25609;664780;139;29711738;288221
Brasil;76;2022-05-14;19;210147125;30682094;17355;664872;92;29718402;298820
Brasil;76;2022-05-15;20;210147125;30688390;6296;664918;46;29724682;298790
Brasil;76;2022-05-16;20;210147125;30701900;13510;664987;69;29746640;290273
Brasil;76;2022-05-17;20;210147125;30728286;26386;665216;229;29775658;287412
Brasil;76;2022-05-18;20;210147125;30741811;13525;665319;103;29787689;288803
Brasil;76;2022-05-19;20;210147125;30752226;10415;665433;114;29793128;293665
Brasil;76;2022-05-20;20;210147125;30762413;10187;665493;60;29801225;295695
Brasil;76;2022-05-21;20;210147125;30778607;16194;665528;35;29816521;296558
Brasil;76;2022-05-22;21;210147125;30791220;12613;665627;99;29832019;293574
Brasil;76;2022-05-23;21;210147125;30803995;12775;665666;39;29851917;286412
Brasil;76;2022-05-24;21;210147125;30836815;32820;665905;239;29885580;285330
Brasil;76;2022-05-25;21;210147125;30846602;9787;666037;132;29895469;285096
Brasil;76;2022-05-26;21;210147125;30880512;33910;666180;143;29917271;297061
Brasil;76;2022-05-27;21;210147125;30921145;40633;666319;139;29939873;314953
Brasil;76;2022-05-28;21;210147125;30945384;24239;666391;72;29943090;335903
Brasil;76;2022-05-29;22;210147125;30953579;8195;666453;62;29944585;342541
Brasil;76;2022-05-30;22;210147125;30977661;24082;666516;63;29971308;339837
Brasil;76;2022-05-31;22;210147125;31019038;41377;666676;160;30011391;340971
Brasil;76;2022-06-01;22;210147125;31060017;40979;666801;125;30038200;355016
Brasil;76;2022-06-02;22;210147125;31101290;41273;666928;127;30054599;379763
Brasil;76;2022-06-03;22;210147125;31137479;36189;666971;43;30063682;406826
Brasil;76;2022-06-04;22;210147125;31153069;15590;666997;26;30063576;422496
Brasil;76;2022-06-05;23;210147125;31159335;6266;667005;8;30068185;424145
Brasil;76;2022-06-06;23;210147125;31195118;35783;667041;36;30101368;426709
Brasil;76;2022-06-07;23;210147125;31266163;71045;667348;307;30145810;453005
Brasil;76;2022-06-08;23;210147125;31315777;49614;667647;299;30155386;492744
Brasil;76;2022-06-09;23;210147125;31360850;45073;667790;143;30158256;534804
Brasil;76;2022-06-10;23;210147125;31417341;56491;667960;170;30178187;571194
Brasil;76;2022-06-11;23;210147125;31445137;27796;668074;114;30182173;594890
Brasil;76;2022-06-12;24;210147125;31456865;11728;668110;36;30180290;608465
Brasil;76;2022-06-13;24;210147125;31497038;40173;668180;70;30219236;609622
Brasil;76;2022-06-14;24;210147125;31541479;44441;668354;174;30259452;613673
Brasil;76;2022-06-15;24;210147125;31611769;70290;668693;339;30310772;632304
Brasil;76;2022-06-16;24;210147125;31644703;32934;668844;151;30318819;657040
Brasil;76;2022-06-17;24;210147125;31673375;28672;668916;72;30322415;682044
Brasil;76;2022-06-18;24;210147125;31693502;20127;669010;94;30339765;684727
Brasil;76;2022-06-19;25;210147125;31704193;10691;669065;55;30366011;669117
Brasil;76;2022-06-20;25;210147125;31754465;50272;669161;96;30430308;654996
Brasil;76;2022-06-21;25;210147125;31818827;64362;669390;229;30492176;657261
Brasil;76;2022-06-22;25;210147125;31890733;71906;669530;140;30532868;688335
Brasil;76;2022-06-23;25;210147125;31962782;72049;669895;365;30554684;738203
Brasil;76;2022-06-24;25;210147125;32023166;60384;670229;334;30566088;786849
Brasil;76;2022-06-25;25;210147125;32061959;38793;670369;140;30585528;806062
Brasil;76;2022-06-26;26;210147125;32078638;16679;670405;36;30615652;792581
Brasil;76;2022-06-27;26;210147125;32130316;51678;670532;127;30686581;773203
Brasil;76;2022-06-28;26;210147125;32206954;76638;670848;316;30764923;771183
Brasil;76;2022-06-29;26;210147125;32282879;75925;671125;277;30815705;796049
Brasil;76;2022-06-30;26;210147125;32358018;75139;671416;291;30846850;839752
Brasil;76;2022-07-01;26;210147125;32434063;76045;671700;284;30873682;888681
Brasil;76;2022-07-02;26;210147125;32471847;37784;671858;158;30880584;919405
Brasil;76;2022-07-03;27;210147125;32490422;18575;671911;53;30906575;911936
Brasil;76;2022-07-04;27;210147125;32535923;45501;672033;122;30967114;896776
Brasil;76;2022-07-05;27;210147125;32610514;74591;672429;396;31039055;899030
Brasil;76;2022-07-06;27;210147125;32687680;77166;672790;361;31077538;937352
Brasil;76;2022-07-07;27;210147125;32759730;72050;673073;283;31094805;991852
Brasil;76;2022-07-08;27;210147125;32830844;71114;673339;266;31119463;1038042
Brasil;76;2022-07-09;27;210147125;32874501;43657;673554;215;31142535;1058412
Brasil;76;2022-07-10;28;210147125;32896464;21963;673610;56;31181066;1041788
Brasil;76;2022-07-11;28;210147125;32940507;44043;673758;148;31257740;1009009
Brasil;76;2022-07-12;28;210147125;33004555;64048;674102;344;31346111;984342
Brasil;76;2022-07-13;28;210147125;33076779;72224;674482;380;31414937;987360
Brasil;76;2022-07-14;28;210147125;33142158;65379;674779;297;31451590;1015789
Brasil;76;2022-07-15;28;210147125;33250117;107959;675090;311;31513330;1061697
Brasil;76;2022-07-16;28;210147125;33290266;40149;675295;205;31530552;1084419
Brasil;76;2022-07-17;29;210147125;33301118;10852;675350;55;31556393;1069375
Brasil;76;2022-07-18;29;210147125;33339815;38697;675518;168;31640771;1023526
Brasil;76;2022-07-19;29;210147125;33397814;57999;675871;353;31738181;983762
Brasil;76;2022-07-20;29;210147125;33454294;56480;676217;346;31806291;971786
Brasil;76;2022-07-21;29;210147125;33505727;51433;676486;269;31846441;982800
Brasil;76;2022-07-22;29;210147125;33555526;49799;676766;280;31877531;1001229
Brasil;76;2022-07-23;29;210147125;33581533;26007;676927;161;31907233;997373
Brasil;76;2022-07-24;30;210147125;33591356;9823;676964;37;31954094;960298
Brasil;76;2022-07-25;30;210147125;33621965;30609;677143;179;32036761;908061
Brasil;76;2022-07-26;30;210147125;33659879;37914;677494;351;32121537;860848
Brasil;76;2022-07-27;30;210147125;33704393;44514;677804;310;32190361;836228
Brasil;76;2022-07-28;30;210147125;33748985;44592;678069;265;32238057;832859
Brasil;76;2022-07-29;30;210147125;33790698;41713;678313;244;32272604;839781
Brasil;76;2022-07-30;30;210147125;33813587;22889;678486;173;32302319;832782
Brasil;76;2022-07-31;31;210147125;33833900;20313;678514;28;32354263;801123
Brasil;76;2022-08-01;31;210147125;33855964;22064;678715;201;32421379;755870
Brasil;76;2022-08-02;31;210147125;33890428;34464;679010;295;32511634;699784
Brasil;76;2022-08-03;31;210147125;33924061;33633;679275;265;32586094;658692
Brasil;76;2022-08-04;31;210147125;33964494;40433;679536;261;32643157;641801
Brasil;76;2022-08-05;31;210147125;33994470;29976;679758;222;32668240;646472
Brasil;76;2022-08-06;31;210147125;34011173;16703;679939;181;32691603;639631
Brasil;76;2022-08-07;32;210147125;34018371;7198;679996;57;32731706;606669
Brasil;76;2022-08-08;32;210147125;34035780;17409;680166;170;32790294;565320
Brasil;76;2022-08-09;32;210147125;34066000;30220;680531;365;32854341;531128
Brasil;76;2022-08-10;32;210147125;34096935;30935;680786;255;32901273;514876
Brasil;76;2022-08-11;32;210147125;34124579;27644;681006;220;32927762;515811
Brasil;76;2022-08-12;32;210147125;34148131;23552;681253;247;32945953;520925
Brasil;76;2022-08-13;32;210147125;34165857;17726;681400;147;32966689;517768
Brasil;76;2022-08-14;33;210147125;34170286;4429;681437;37;32993386;495463
Brasil;76;2022-08-15;33;210147125;34178240;7954;681557;120;33033317;463366
Brasil;76;2022-08-16;33;210147125;34201280;23040;681763;206;33087797;431720
Brasil;76;2022-08-17;33;210147125;34223207;21927;682010;247;33128198;412999
Brasil;76;2022-08-18;33;210147125;34245374;22167;682216;206;33156157;407001
Brasil;76;2022-08-19;33;210147125;34264237;18863;682358;142;33175714;406165
Brasil;76;2022-08-20;33;210147125;34279785;15548;682502;144;33197861;399422
Brasil;76;2022-08-21;34;210147125;34284864;5079;682549;47;33219643;382672
Brasil;76;2022-08-22;34;210147125;34291082;6218;682671;122;33252793;355618
Brasil;76;2022-08-23;34;210147125;34311323;20241;682874;203;33296876;331573
Brasil;76;2022-08-24;34;210147125;34329600;18277;683076;202;33329029;317495
Brasil;76;2022-08-25;34;210147125;34350639;21039;683233;157;33348052;319354
Brasil;76;2022-08-26;34;210147125;34368909;18270;683397;164;33360772;324740
Brasil;76;2022-08-27;34;210147125;34381295;12386;683472;75;33374062;323761
Brasil;76;2022-08-28;35;210147125;34384747;3452;683494;22;33392136;309117
Brasil;76;2022-08-29;35;210147125;34397205;12458;683622;128;33424427;289156
Brasil;76;2022-08-30;35;210147125;34414011;16806;683851;229;33457359;272801
Brasil;76;2022-08-31;35;210147125;34429853;15842;683965;114;33480980;264908
Brasil;76;2022-09-01;35;210147125;34444674;14821;684147;182;33495062;265465
Brasil;76;2022-09-02;35;210147125;34456145;11471;684262;115;33502447;269436
Brasil;76;2022-09-03;35;210147125;34467867;11722;684354;92;33513222;270291
Brasil;76;2022-09-04;36;210147125;34470776;2909;684369;15;33524941;261466
Brasil;76;2022-09-05;36;210147125;34477539;6763;684425;56;33546726;246388
Brasil;76;2022-09-06;36;210147125;34490931;13392;684580;155;33573140;233211
Brasil;76;2022-09-07;36;210147125;34499823;8892;684637;57;33591077;224109
Brasil;76;2022-09-09;36;210147125;34516739;12710;684813;91;33612456;219470
Brasil;76;2022-09-10;36;210147125;34526148;9409;684853;40;33623508;217787
Brasil;76;2022-09-11;37;210147125;34528625;2477;684860;7;33632567;211198
Brasil;76;2022-09-12;37;210147125;34533957;5332;684898;38;33651811;197248
Brasil;76;2022-09-13;37;210147125;34544377;10420;685002;104;33675124;184251
Brasil;76;2022-09-14;37;210147125;34558902;14525;685121;119;33696624;177157
Brasil;76;2022-09-15;37;210147125;34568833;9931;685203;82;33706231;177399
Brasil;76;2022-09-16;37;210147125;34579085;10252;685300;97;33714273;179512
Brasil;76;2022-09-17;37;210147125;34582063;2978;685334;34;33720345;176384
Brasil;76;2022-09-18;38;210147125;34587047;4984;685376;42;33734153;167518
Brasil;76;2022-09-19;38;210147125;34592027;4980;685428;52;33750459;156140
Brasil;76;2022-09-20;38;210147125;34600768;8741;685518;90;33766841;148409
Brasil;76;2022-09-21;38;210147125;34607947;7179;685604;86;33779588;142755
Brasil;76;2022-09-22;38;210147125;34616655;8708;685677;73;33788724;142254
Brasil;76;2022-09-23;38;210147125;34624427;7772;685750;73;33795688;142989
Brasil;76;2022-09-24;38;210147125;34630994;6567;685782;32;33802214;142998
Brasil;76;2022-09-25;39;210147125;34632220;1226;685805;23;33807864;138551
Brasil;76;2022-09-26;39;210147125;34638288;6068;685835;30;33818040;134413
Brasil;76;2022-09-27;39;210147125;34646577;8289;685881;46;22465215;11232608
Brasil;76;2022-09-28;39;210147125;34654190;7613;685927;46;33838636;129627
Brasil;76;2022-09-29;39;210147125;34663731;9541;685978;51;33847842;129911
Brasil;76;2022-09-30;39;210147125;34672524;8793;686036;58;33853693;132795
Brasil;76;2022-10-01;39;210147125;34678510;5986;686254;218;33857490;134766
Brasil;76;2022-10-02;40;210147125;34679533;1023;686320;66;33863299;129914
Brasil;76;2022-10-03;40;210147125;34684529;4996;686371;51;33875877;122281
Brasil;76;2022-10-04;40;210147125;34691896;7367;686464;93;33890228;115204
Brasil;76;2022-10-05;40;210147125;34699017;7121;686573;109;33898481;113963
Brasil;76;2022-10-06;40;210147125;34707233;8216;686706;133;33905120;115407
Brasil;76;2022-10-07;40;210147125;34715137;7904;686803;97;33909568;118766
Brasil;76;2022-10-08;40;210147125;34719025;3888;686842;39;33913009;119174
Brasil;76;2022-10-09;41;210147125;34719507;482;686851;9;33916328;116328
Brasil;76;2022-10-10;41;210147125;34724189;4682;686877;26;33926118;111194
Brasil;76;2022-10-11;41;210147125;34731539;7350;686963;86;33937059;107517
Brasil;76;2022-10-12;41;210147125;34736653;5114;687026;63;33944082;105545
Brasil;76;2022-10-13;41;210147125;34739865;3212;687069;43;33947231;105565
Brasil;76;2022-10-14;41;210147125;34746462;6597;687144;75;33953433;105885
Brasil;76;2022-10-15;41;210147125;34748678;2216;687153;9;33956833;104692
Brasil;76;2022-10-16;42;210147125;34749058;380;687155;2;33961457;100446
Brasil;76;2022-10-17;42;210147125;34754590;5532;687243;88;33972660;94687
Brasil;76;2022-10-18;42;210147125;34762873;8283;687326;83;33984783;90764
Brasil;76;2022-10-19;42;210147125;34771320;8447;687423;97;33993798;90099
Brasil;76;2022-10-20;42;210147125;34776259;4939;687483;60;33996688;92088
Brasil;76;2022-10-21;42;210147125;34780462;4203;687527;44;33998942;93993
Brasil;76;2022-10-22;42;210147125;34782150;1688;687566;39;34001421;93163
Brasil;76;2022-10-23;43;210147125;34783786;1636;687574;8;34006978;89234
Brasil;76;2022-10-24;43;210147125;34793309;9523;687666;92;34019632;86011
Brasil;76;2022-10-25;43;210147125;34799324;6015;687710;44;34027561;84053
Brasil;76;2022-10-26;43;210147125;34807075;7751;687907;197;34034039;85129
Brasil;76;2022-10-27;43;210147125;34815258;8183;687962;55;34038995;88301
Brasil;76;2022-10-28;43;210147125;34822227;6969;688080;118;34041327;92820
Brasil;76;2022-10-29;43;210147125;34824069;1842;688091;11;34041687;94291
Brasil;76;2022-10-30;44;210147125;34824866;797;688092;1;34044979;91795
Brasil;76;2022-10-31;44;210147125;34828749;3883;688157;65;34051811;88781
Brasil;76;2022-11-01;44;210147125;34837035;8286;688219;62;34060670;88146
Brasil;76;2022-11-02;44;210147125;34839337;2302;688228;9;34062150;88959
Brasil;76;2022-11-03;44;210147125;34846308;6971;688267;39;34066300;91741
Brasil;76;2022-11-04;44;210147125;34849063;2755;688332;65;34067695;93036
Brasil;76;2022-11-05;44;210147125;34850373;1310;688342;10;34070030;92001
Brasil;76;2022-11-06;45;210147125;34851450;1077;688348;6;34076743;86359
Brasil;76;2022-11-07;45;210147125;34855492;4042;688395;47;34085759;81338
Brasil;76;2022-11-08;45;210147125;34868153;12661;688487;92;34098249;81417
Brasil;76;2022-11-09;45;210147125;34877559;9406;688567;80;34102506;86486
Brasil;76;2022-11-10;45;210147125;34889576;12017;688607;40;34105670;95299
Brasil;76;2022-11-11;45;210147125;34908198;18622;688656;49;34115188;104354
Brasil;76;2022-11-12;45;210147125;34911937;3739;688654;-2;34113176;110107
Brasil;76;2022-11-13;46;210147125;34912931;994;688658;4;34114047;110226
Brasil;76;2022-11-14;46;210147125;34921054;8123;688694;36;34125079;107281
Brasil;76;2022-11-15;46;210147125;34923127;2073;688702;8;34130942;103483
Brasil;76;2022-11-16;46;210147125;34938073;14946;688764;62;34143084;106225
Brasil;76;2022-11-17;46;210147125;34971043;32970;688835;71;34162530;119678
Brasil;76;2022-11-18;46;210147125;34999495;28452;688907;72;34167667;142921
Brasil;76;2022-11-19;46;210147125;35007209;7714;688920;13;34156656;161633
Brasil;76;2022-11-20;47;210147125;35011534;4325;688928;8;34152285;170321
Brasil;76;2022-11-21;47;210147125;35035294;23760;689039;111;34169858;176397
Brasil;76;2022-11-22;47;210147125;35052152;16858;689155;116;34175672;187325
Brasil;76;2022-11-23;47;210147125;35082036;29884;689272;117;34185692;207072
Brasil;76;2022-11-24;47;210147125;35104673;22637;689341;69;34186924;228408
Brasil;76;2022-11-25;47;210147125;35149503;44830;689442;101;34201418;258643
Brasil;76;2022-11-26;47;210147125;35163004;13501;689468;26;34193847;279689
Brasil;76;2022-11-27;48;210147125;35168201;5197;689479;11;34186532;292190
Brasil;76;2022-11-28;48;210147125;35188586;20385;689536;57;34205157;293893
Brasil;76;2022-11-29;48;210147125;35232625;44039;689665;129;34239217;303743
Brasil;76;2022-11-30;48;210147125;35266159;33534;689801;136;34251501;324857
Brasil;76;2022-12-01;48;210147125;35302137;35978;689945;144;34257388;354804
Brasil;76;2022-12-02;48;210147125;35337546;35409;690074;129;34262104;385368
Brasil;76;2022-12-03;48;210147125;35361773;24227;690109;35;34258240;413424
Brasil;76;2022-12-04;49;210147125;35369105;7332;690124;15;34251640;427341
Brasil;76;2022-12-05;49;210147125;35396191;27086;690229;105;34275740;430222
Brasil;76;2022-12-06;49;210147125;35452099;55908;690409;180;34326847;434843
Brasil;76;2022-12-07;49;210147125;35497781;45682;690577;168;34352612;454592
Brasil;76;2022-12-08;49;210147125;35531716;33935;690677;100;34354889;486150
Brasil;76;2022-12-09;49;210147125;35531716;0;690677;0;34340329;500710
Brasil;76;2022-12-10;49;210147125;35570761;39045;690747;70;34369935;510079
Brasil;76;2022-12-11;50;210147125;35577538;6777;690754;7;34384846;501938
Brasil;76;2022-12-12;50;210147125;35643770;66232;691015;261;34436602;516153
Brasil;76;2022-12-13;50;210147125;35696918;53148;691178;163;34480032;525708
Brasil;76;2022-12-14;50;210147125;35751411;54493;691449;271;34503453;556509
Brasil;76;2022-12-15;50;210147125;35809832;58421;691652;203;34527660;590520
Brasil;76;2022-12-16;50;210147125;35869526;59694;691810;158;34542868;634849
Brasil;76;2022-12-17;50;210147125;35892110;22584;691863;53;34541779;658468
Brasil;76;2022-12-18;51;210147125;35901978;9868;691883;20;34553532;656563
Brasil;76;2022-12-19;51;210147125;35945063;43085;692041;158;34609068;643954
Brasil;76;2022-12-20;51;210147125;36001760;56697;692280;239;34663955;645525
Brasil;76;2022-12-21;51;210147125;36044441;42681;692461;181;34690928;661052
Brasil;76;2022-12-22;51;210147125;36092845;48404;692652;191;34712349;687844
Brasil;76;2022-12-23;51;210147125;36124337;31492;692743;91;34722539;709055
Brasil;76;2022-12-24;51;210147125;36124337;0;692743;0;34726009;705585
Brasil;76;2022-12-25;52;210147125;36124337;0;692743;0;34758286;673308
Brasil;76;2022-12-26;52;210147125;36190389;66052;692969;226;34847198;650222
Brasil;76;2022-12-27;52;210147125;36226287;35898;693199;230;34875481;657607
Brasil;76;2022-12-28;52;210147125;36264721;38434;693562;363;34891300;679859
Brasil;76;2022-12-29;52;210147125;36302415;37694;693734;172;34906985;701696
Brasil;76;2022-12-30;52;210147125;36331281;28866;693853;119;34938186;699242
Brasil;76;2022-12-31;52;210147125;36331281;0;693853;0;34958008;679420
Brasil;76;2023-01-01;1;210147125;36331281;0;693853;0;35006153;631275
Brasil;76;2023-01-02;1;210147125;36362366;31085;693981;128;35081933;586452
Brasil;76;2023-01-03;1;210147125;36390423;28057;694192;211;35147500;548731
Brasil;76;2023-01-04;1;210147125;36423138;32715;694411;219;35196324;532403
Brasil;76;2023-01-05;1;210147125;36450812;27674;694569;158;35225196;531047
Brasil;76;2023-01-06;1;210147125;36477214;26402;694779;210;35247755;534680
Brasil;76;2023-01-07;1;210147125;36488386;11172;694806;27;35273694;519886
Brasil;76;2023-01-08;2;210147125;36490050;1664;694817;11;35309644;485589
Brasil;76;2023-01-09;2;210147125;36511286;21236;694917;100;35368526;447843
Brasil;76;2023-01-10;2;210147125;36552432;41146;694985;68;35429017;428430
Brasil;76;2023-01-11;2;210147125;36578865;26433;695088;103;35452373;431404
Brasil;76;2023-01-12;2;210147125;36597935;19070;695236;148;35452985;449714
Brasil;76;2023-01-13;2;210147125;36620371;22436;695314;78;35474747;450310
Brasil;76;2023-01-14;2;210147125;36624714;4343;695338;24;35497700;431676
Brasil;76;2023-01-15;3;210147125;36628099;3385;695343;5;35537579;395177
Brasil;76;2023-01-16;3;210147125;36640787;12688;695410;67;35580516;364861
Brasil;76;2023-01-17;3;210147125;36665047;24260;695524;114;35626058;343465
Brasil;76;2023-01-18;3;210147125;36677844;12797;695615;91;35644368;337861
Brasil;76;2023-01-19;3;210147125;36698875;21031;696087;472;35655371;347417
Brasil;76;2023-01-20;3;210147125;36712851;13976;696188;101;35663851;352812
Brasil;76;2023-01-21;3;210147125;36717501;4650;696254;66;35675028;346219
Brasil;76;2023-01-22;4;210147125;36718053;552;696257;3;35699675;322121
Brasil;76;2023-01-23;4;210147125;36730913;12860;696324;67;35735781;298808
Brasil;76;2023-01-24;4;210147125;36751410;20497;696485;161;35773623;281302
Brasil;76;2023-01-25;4;210147125;36768677;17267;696603;118;35795631;276443
Brasil;76;2023-01-26;4;210147125;36780127;11450;696696;93;35803705;279726
Brasil;76;2023-01-27;4;210147125;36791267;11140;696742;46;35812908;281617
