data,regiao,estado,obitos_novos,obitos_acumulado,casos_novos,casos_acumulado
2021-07-13,Sudeste,MG,27,48151,6208,1872749
2021-07-14,Sudeste,MG,199,48350,7770,1880519
2021-07-15,Sudeste,MG,163,48513,7883,1888402
2021-07-16,Sudeste,MG,168,48681,5866,1894268
2021-07-17,Sudeste,MG,191,48872,6152,1900420
2021-07-18,Sudeste,MG,103,48975,2707,1903127
2021-07-19,Sudeste,MG,13,48988,1068,1904195
2021-07-20,Sudeste,MG,37,49025,5148,1909343
2021-07-21,Sudeste,MG,208,49233,5751,1915094
2021-07-22,Sudeste,MG,144,49377,6136,1921230
2021-07-23,Sudeste,MG,123,49500,7161,1928391
2021-07-24,Sudeste,MG,175,49675,4911,1933302
2021-07-25,Sudeste,MG,157,49832,2989,1936291
2021-07-26,Sudeste,MG,37,49869,1199,1937490
2021-07-27,Sudeste,MG,32,49901,5192,1942682
2021-07-28,Sudeste,MG,158,50059,6071,1948753
2021-07-29,Sudeste,MG,166,50225,5668,1954421
2021-07-30,Sudeste,MG,121,50346,5794,1960215
2021-07-31,Sudeste,MG,115,50461,6309,1966524
2021-08-01,Sudeste,MG,150,50611,6762,1973286
2021-08-02,Sudeste,MG,17,50628,2261,1975547
2021-08-03,Sudeste,MG,11,50639,168,1975715
2021-08-04,Sudeste,MG,162,50801,5292,1981007
2021-08-05,Sudeste,MG,137,50938,4921,1985928
2021-08-06,Sudeste,MG,150,51088,5270,1991198
2021-08-07,Sudeste,MG,128,51216,4488,1995686
2021-08-08,Sudeste,MG,101,51317,2189,1997875
2021-08-09,Sudeste,MG,26,51343,1003,1998878
2021-08-10,Sudeste,MG,19,51362,4133,2003011
2021-08-11,Sudeste,MG,140,51502,4654,2007665
2021-08-12,Sudeste,MG,112,51614,4525,2012190
2021-08-13,Sudeste,MG,130,51744,3517,2015707
2021-08-14,Sudeste,MG,105,51849,3728,2019435
2021-08-15,Sudeste,MG,0,51849,2128,2021563
2021-08-16,Sudeste,MG,121,51970,1113,2022676
2021-08-17,Sudeste,MG,32,52002,3315,2025991
2021-08-18,Sudeste,MG,130,52132,4250,2030241
2021-08-19,Sudeste,MG,116,52248,4237,2034478
2021-08-20,Sudeste,MG,78,52326,3829,2038307
2021-08-21,Sudeste,MG,85,52411,3288,2041595
2021-08-22,Sudeste,MG,80,52491,1917,2043512
2021-08-23,Sudeste,MG,17,52508,845,2044357
2021-08-24,Sudeste,MG,13,52521,2895,2047252
2021-08-25,Sudeste,MG,105,52626,3925,2051177
2021-08-26,Sudeste,MG,87,52713,3825,2055002
2021-08-27,Sudeste,MG,71,52784,2990,2057992
2021-08-28,Sudeste,MG,101,52885,3248,2061240
2021-08-29,Sudeste,MG,73,52958,1992,2063232
2021-08-30,Sudeste,MG,9,52967,597,2063829
2021-08-31,Sudeste,MG,19,52986,2509,2066338
2021-09-01,Sudeste,MG,96,53082,2892,2069230
2021-09-02,Sudeste,MG,85,53167,3037,2072267
2021-09-03,Sudeste,MG,77,53244,2421,2074688
2021-09-04,Sudeste,MG,79,53323,2582,2077270
2021-09-05,Sudeste,MG,0,53323,3326,2080596
2021-09-06,Sudeste,MG,0,53323,590,2081186
2021-09-07,Sudeste,MG,63,53386,-659,2080527
2021-09-08,Sudeste,MG,21,53407,5622,2086149
2021-09-09,Sudeste,MG,17,53424,2519,2088668
2021-09-10,Sudeste,MG,101,53525,3111,2091779
2021-09-11,Sudeste,MG,86,53611,3121,2094900
2021-09-12,Sudeste,MG,70,53681,1395,2096295
2021-09-13,Sudeste,MG,17,53698,800,2097095
2021-09-14,Sudeste,MG,34,53732,1629,2098724
2021-09-15,Sudeste,MG,113,53845,5074,2103798
2021-09-16,Sudeste,MG,54,53899,2559,2106357
2021-09-17,Sudeste,MG,72,53971,2005,2108362
2021-09-18,Sudeste,MG,52,54023,2406,2110768
2021-09-19,Sudeste,MG,57,54080,1275,2112043
2021-09-20,Sudeste,MG,5,54085,715,2112758
2021-09-21,Sudeste,MG,10,54095,1534,2114292
2021-09-22,Sudeste,MG,67,54162,2411,2116703
2021-09-23,Sudeste,MG,50,54212,9574,2126277
2021-09-24,Sudeste,MG,53,54265,2304,2128581
2021-09-25,Sudeste,MG,72,54337,2736,2131317
2021-09-26,Sudeste,MG,35,54372,1431,2132748
2021-09-27,Sudeste,MG,1,54373,443,2133191
2021-09-28,Sudeste,MG,52,54425,1548,2134739
2021-09-29,Sudeste,MG,41,54466,3225,2137964
2021-09-30,Sudeste,MG,81,54547,2414,2140378
2021-10-01,Sudeste,MG,66,54613,2856,2143234
2021-10-02,Sudeste,MG,51,54664,2539,2145773
2021-10-03,Sudeste,MG,55,54719,1315,2147088
2021-10-04,Sudeste,MG,3,54722,1668,2148756
2021-10-05,Sudeste,MG,75,54797,1256,2150012
2021-10-06,Sudeste,MG,43,54840,2841,2152853
2021-10-07,Sudeste,MG,33,54873,1101,2153954
2021-10-08,Sudeste,MG,71,54944,1823,2155777
2021-10-09,Sudeste,MG,40,54984,2128,2157905
2021-10-10,Sudeste,MG,12,54996,866,2158771
2021-10-11,Sudeste,MG,10,55006,941,2159712
2021-10-12,Sudeste,MG,6,55012,707,2160419
2021-10-13,Sudeste,MG,24,55036,332,2160751
2021-10-14,Sudeste,MG,28,55064,1860,2162611
2021-10-15,Sudeste,MG,42,55106,2170,2164781
2021-10-16,Sudeste,MG,74,55180,1327,2166108
2021-10-17,Sudeste,MG,29,55209,1379,2167487
2021-10-18,Sudeste,MG,9,55218,166,2167653
2021-10-19,Sudeste,MG,11,55229,2713,2170366
2021-10-20,Sudeste,MG,52,55281,1833,2172199
2021-10-21,Sudeste,MG,66,55347,1915,2174114
2021-10-22,Sudeste,MG,20,55367,1728,2175842
2021-10-23,Sudeste,MG,16,55383,1298,2177140
2021-10-24,Sudeste,MG,18,55401,796,2177936
2021-10-25,Sudeste,MG,0,55401,222,2178158
2021-10-26,Sudeste,MG,1,55402,1451,2179609
2021-10-27,Sudeste,MG,99,55501,1527,2181136
2021-10-28,Sudeste,MG,24,55525,1483,2182619
2021-10-29,Sudeste,MG,17,55542,908,2183527
2021-10-30,Sudeste,MG,10,55552,1341,2184868
2021-10-31,Sudeste,MG,30,55582,399,2185267
2021-11-01,Sudeste,MG,6,55588,269,2185536
2021-11-02,Sudeste,MG,4,55592,417,2185953
2021-11-03,Sudeste,MG,21,55613,368,2186321
2021-11-04,Sudeste,MG,57,55670,1542,2187863
2021-11-05,Sudeste,MG,58,55728,1842,2189705
2021-11-06,Sudeste,MG,18,55746,1306,2191011
2021-11-07,Sudeste,MG,13,55759,583,2191594
2021-11-08,Sudeste,MG,0,55759,264,2191858
2021-11-09,Sudeste,MG,21,55780,1052,2192910
2021-11-10,Sudeste,MG,40,55820,966,2193876
2021-11-11,Sudeste,MG,29,55849,930,2194806
2021-11-12,Sudeste,MG,36,55885,1248,2196054
2021-11-13,Sudeste,MG,32,55917,1274,2197328
2021-11-14,Sudeste,MG,23,55940,545,2197873
2021-11-15,Sudeste,MG,1,55941,116,2197989
2021-11-16,Sudeste,MG,1,55942,196,2198185
2021-11-17,Sudeste,MG,10,55952,733,2198918
2021-11-18,Sudeste,MG,45,55997,766,2199684
2021-11-19,Sudeste,MG,15,56012,1557,2201241
2021-11-20,Sudeste,MG,11,56023,807,2202048
2021-11-21,Sudeste,MG,19,56042,298,2202346
2021-11-22,Sudeste,MG,1,56043,105,2202451
2021-11-23,Sudeste,MG,5,56048,749,2203200
2021-11-24,Sudeste,MG,36,56084,516,2203716
2021-11-25,Sudeste,MG,20,56104,1038,2204754
2021-11-26,Sudeste,MG,25,56129,857,2205611
2021-11-27,Sudeste,MG,14,56143,1253,2206864
2021-11-28,Sudeste,MG,20,56163,328,2207192
2021-11-29,Sudeste,MG,1,56164,97,2207289
2021-11-30,Sudeste,MG,34,56198,786,2208075
2021-12-01,Sudeste,MG,36,56234,812,2208887
2021-12-02,Sudeste,MG,32,56266,1041,2209928
2021-12-03,Sudeste,MG,35,56301,659,2210587
2021-12-04,Sudeste,MG,8,56309,851,2211438
2021-12-05,Sudeste,MG,12,56321,164,2211602
2021-12-06,Sudeste,MG,1,56322,114,2211716
2021-12-07,Sudeste,MG,25,56347,678,2212394
2021-12-08,Sudeste,MG,24,56371,641,2213035
2021-12-09,Sudeste,MG,15,56386,485,2213520
2021-12-10,Sudeste,MG,57,56443,836,2214356
2021-12-11,Sudeste,MG,3,56446,571,2214927
2021-12-12,Sudeste,MG,33,56479,149,2215076
2021-12-13,Sudeste,MG,0,56479,116,2215192
2021-12-14,Sudeste,MG,0,56479,171,2215363
2021-12-15,Sudeste,MG,13,56492,459,2215822
2021-12-16,Sudeste,MG,24,56516,401,2216223
2021-12-17,Sudeste,MG,19,56535,393,2216616
2021-12-18,Sudeste,MG,17,56552,176,2216792
2021-12-19,Sudeste,MG,15,56567,94,2216886
2021-12-20,Sudeste,MG,1,56568,99,2216985
2021-12-21,Sudeste,MG,0,56568,423,2217408
2021-12-22,Sudeste,MG,24,56592,400,2217808
2021-12-23,Sudeste,MG,12,56604,456,2218264
2021-12-24,Sudeste,MG,9,56613,431,2218695
2021-12-25,Sudeste,MG,0,56613,0,2218695
2021-12-26,Sudeste,MG,0,56613,0,2218695
2021-12-27,Sudeste,MG,2,56615,398,2219093
2021-12-28,Sudeste,MG,8,56623,1169,2220262
2021-12-29,Sudeste,MG,6,56629,1041,2221303
2021-12-30,Sudeste,MG,26,56655,1179,2222482
2021-12-31,Sudeste,MG,4,56659,1503,2223985
2022-01-01,Sudeste,MG,0,56659,568,2224553
2022-01-02,Sudeste,MG,0,56659,0,2224553
2022-01-03,Sudeste,MG,9,56668,1611,2226164
2022-01-04,Sudeste,MG,15,56683,2410,2228574
2022-01-05,Sudeste,MG,12,56695,4585,2233159
2022-01-06,Sudeste,MG,17,56712,3400,2236559
2022-01-07,Sudeste,MG,5,56717,10982,2247541
2022-01-08,Sudeste,MG,11,56728,10182,2257723
2022-01-09,Sudeste,MG,15,56743,6551,2264274
2022-01-10,Sudeste,MG,0,56743,2182,2266456
2022-01-11,Sudeste,MG,1,56744,10924,2277380
2022-01-12,Sudeste,MG,11,56755,18153,2295533
2022-01-13,Sudeste,MG,13,56768,15785,2311318
2022-01-14,Sudeste,MG,23,56791,18910,2330228
2022-01-15,Sudeste,MG,19,56810,19153,2349381
2022-01-16,Sudeste,MG,0,56810,0,2349381
2022-01-17,Sudeste,MG,22,56832,12850,2362231
2022-01-18,Sudeste,MG,1,56833,20810,2383041
2022-01-19,Sudeste,MG,33,56866,27683,2410724
2022-01-20,Sudeste,MG,29,56895,25939,2436663
2022-01-21,Sudeste,MG,23,56918,26977,2463640
2022-01-22,Sudeste,MG,23,56941,26136,2489776
2022-01-23,Sudeste,MG,21,56962,15227,2505003
2022-01-24,Sudeste,MG,3,56965,9046,2514049
2022-01-25,Sudeste,MG,11,56976,24404,2538453
2022-01-26,Sudeste,MG,62,57038,36383,2574836
2022-01-27,Sudeste,MG,55,57093,34420,2609256
2022-01-28,Sudeste,MG,44,57137,40753,2650009
2022-01-29,Sudeste,MG,77,57214,30125,2680134
2022-01-30,Sudeste,MG,92,57306,25600,2705734
2022-01-31,Sudeste,MG,8,57314,7847,2713581
2022-02-01,Sudeste,MG,17,57331,24334,2737915
2022-02-02,Sudeste,MG,109,57440,39271,2777186
2022-02-03,Sudeste,MG,135,57575,28585,2805771
2022-02-04,Sudeste,MG,80,57655,27421,2833192
2022-02-05,Sudeste,MG,99,57754,28981,2862173
2022-02-06,Sudeste,MG,114,57868,14345,2876518
2022-02-07,Sudeste,MG,26,57894,4073,2880591
2022-02-08,Sudeste,MG,56,57950,26405,2906996
2022-02-09,Sudeste,MG,125,58075,26705,2933701
2022-02-10,Sudeste,MG,128,58203,26306,2960007
2022-02-11,Sudeste,MG,143,58346,22464,2982471
2022-02-12,Sudeste,MG,65,58411,22467,3004938
2022-02-13,Sudeste,MG,48,58459,7978,3012916
2022-02-14,Sudeste,MG,46,58505,1797,3014713
2022-02-15,Sudeste,MG,14,58519,11887,3026600
2022-02-16,Sudeste,MG,81,58600,24823,3051423
2022-02-17,Sudeste,MG,144,58744,15008,3066431
2022-02-18,Sudeste,MG,129,58873,14445,3080876
2022-02-19,Sudeste,MG,122,58995,20135,3101011
2022-02-20,Sudeste,MG,112,59107,5702,3106713
2022-02-21,Sudeste,MG,9,59116,2257,3108970
2022-02-22,Sudeste,MG,23,59139,11888,3120858
2022-02-23,Sudeste,MG,168,59307,36596,3157454
2022-02-24,Sudeste,MG,109,59416,12883,3170337
2022-02-25,Sudeste,MG,123,59539,11610,3181947
2022-02-26,Sudeste,MG,50,59589,12028,3193975
2022-02-27,Sudeste,MG,54,59643,3829,3197804
2022-02-28,Sudeste,MG,2,59645,1690,3199494
2022-03-01,Sudeste,MG,2,59647,4112,3203606
2022-03-02,Sudeste,MG,51,59698,166,3203772
2022-03-03,Sudeste,MG,24,59722,10262,3214034
2022-03-04,Sudeste,MG,67,59789,7735,3221769
2022-03-05,Sudeste,MG,86,59875,8131,3229900
2022-03-06,Sudeste,MG,109,59984,3747,3233647
2022-03-07,Sudeste,MG,7,59991,1146,3234793
2022-03-08,Sudeste,MG,8,59999,16196,3250989
2022-03-09,Sudeste,MG,80,60079,-1252,3249737
2022-03-10,Sudeste,MG,74,60153,5286,3255023
2022-03-11,Sudeste,MG,107,60260,5019,3260042
2022-03-12,Sudeste,MG,59,60319,4678,3264720
2022-03-13,Sudeste,MG,29,60348,1044,3265764
2022-03-14,Sudeste,MG,6,60354,507,3266271
2022-03-15,Sudeste,MG,16,60370,4331,3270602
2022-03-16,Sudeste,MG,21,60391,5632,3276234
2022-03-17,Sudeste,MG,58,60449,5223,3281457
2022-03-18,Sudeste,MG,51,60500,8886,3290343
2022-03-19,Sudeste,MG,38,60538,5376,3295719
2022-03-20,Sudeste,MG,22,60560,1158,3296877
2022-03-21,Sudeste,MG,4,60564,310,3297187
2022-03-22,Sudeste,MG,37,60601,4456,3301643
2022-03-23,Sudeste,MG,37,60638,5110,3306753
2022-03-24,Sudeste,MG,49,60687,3922,3310675
2022-03-25,Sudeste,MG,30,60717,3169,3313844
2022-03-26,Sudeste,MG,24,60741,3215,3317059
2022-03-27,Sudeste,MG,26,60767,342,3317401
2022-03-28,Sudeste,MG,2,60769,116,3317517
2022-03-29,Sudeste,MG,1,60770,3043,3320560
2022-03-30,Sudeste,MG,33,60803,2896,3323456
2022-03-31,Sudeste,MG,47,60850,2904,3326360
2022-04-01,Sudeste,MG,29,60879,3091,3329451
2022-04-02,Sudeste,MG,0,60879,0,3329451
2022-04-03,Sudeste,MG,0,60879,0,3329451
2022-04-04,Sudeste,MG,56,60935,4372,3333823
2022-04-05,Sudeste,MG,13,60948,2975,3336798
2022-04-06,Sudeste,MG,39,60987,2748,3339546
2022-04-07,Sudeste,MG,8,60995,510,3340056
2022-04-08,Sudeste,MG,21,61016,2993,3343049
2022-04-09,Sudeste,MG,18,61034,1891,3344940
2022-04-10,Sudeste,MG,12,61046,191,3345131
2022-04-11,Sudeste,MG,0,61046,33,3345164
2022-04-12,Sudeste,MG,0,61046,562,3345726
2022-04-13,Sudeste,MG,31,61077,1066,3346792
2022-04-14,Sudeste,MG,16,61093,2262,3349054
2022-04-15,Sudeste,MG,15,61108,360,3349414
2022-04-16,Sudeste,MG,5,61113,126,3349540
2022-04-17,Sudeste,MG,0,61113,107,3349647
2022-04-18,Sudeste,MG,1,61114,35,3349682
2022-04-19,Sudeste,MG,11,61125,388,3350070
2022-04-20,Sudeste,MG,79,61204,1217,3351287
2022-04-21,Sudeste,MG,3,61207,1105,3352392
2022-04-22,Sudeste,MG,9,61216,152,3352544
2022-04-23,Sudeste,MG,0,61216,138,3352682
2022-04-24,Sudeste,MG,10,61226,36,3352718
2022-04-25,Sudeste,MG,1,61227,18,3352736
2022-04-26,Sudeste,MG,4,61231,1175,3353911
2022-04-27,Sudeste,MG,12,61243,758,3354669
2022-04-28,Sudeste,MG,26,61269,998,3355667
2022-04-29,Sudeste,MG,16,61285,776,3356443
2022-04-30,Sudeste,MG,11,61296,882,3357325
2022-05-01,Sudeste,MG,0,61296,309,3357634
2022-05-02,Sudeste,MG,22,61318,210,3357844
2022-05-03,Sudeste,MG,0,61318,825,3358669
2022-05-04,Sudeste,MG,0,61318,761,3359430
2022-05-05,Sudeste,MG,35,61353,570,3360000
2022-05-06,Sudeste,MG,24,61377,1406,3361406
2022-05-07,Sudeste,MG,0,61377,0,3361406
2022-05-08,Sudeste,MG,0,61377,0,3361406
2022-05-09,Sudeste,MG,7,61384,2217,3363623
2022-05-10,Sudeste,MG,7,61391,953,3364576
2022-05-11,Sudeste,MG,11,61402,2113,3366689
2022-05-12,Sudeste,MG,3,61405,1515,3368204
2022-05-13,Sudeste,MG,5,61410,2714,3370918
2022-05-14,Sudeste,MG,0,61410,0,3370918
2022-05-15,Sudeste,MG,0,61410,0,3370918
2022-05-16,Sudeste,MG,27,61437,3992,3374910
2022-05-17,Sudeste,MG,7,61444,2214,3377124
2022-05-18,Sudeste,MG,11,61455,2038,3379162
2022-05-19,Sudeste,MG,3,61458,2389,3381551
2022-05-20,Sudeste,MG,0,61458,2323,3383874
2022-05-21,Sudeste,MG,0,61458,0,3383874
2022-05-22,Sudeste,MG,0,61458,0,3383874
2022-05-23,Sudeste,MG,11,61469,3830,3387704
2022-05-24,Sudeste,MG,9,61478,2411,3390115
2022-05-25,Sudeste,MG,42,61520,4072,3394187
2022-05-26,Sudeste,MG,13,61533,4383,3398570
2022-05-27,Sudeste,MG,11,61544,4580,3403150
2022-05-28,Sudeste,MG,0,61544,0,3403150
2022-05-29,Sudeste,MG,0,61544,0,3403150
2022-05-30,Sudeste,MG,5,61549,7460,3410610
2022-05-31,Sudeste,MG,17,61566,5081,3415691
2022-06-01,Sudeste,MG,13,61579,6809,3422500
2022-06-02,Sudeste,MG,0,61579,6115,3428615
2022-06-03,Sudeste,MG,0,61579,6886,3435501
2022-06-04,Sudeste,MG,0,61579,0,3435501
2022-06-05,Sudeste,MG,0,61579,0,3435501
2022-06-06,Sudeste,MG,0,61579,10977,3446478
2022-06-07,Sudeste,MG,0,61579,6577,3453055
2022-06-08,Sudeste,MG,113,61692,9063,3462118
2022-06-09,Sudeste,MG,7,61699,8440,3470558
2022-06-10,Sudeste,MG,20,61719,8017,3478575
2022-06-11,Sudeste,MG,0,61719,0,3478575
2022-06-12,Sudeste,MG,0,61719,0,3478575
2022-06-13,Sudeste,MG,18,61737,13099,3491674
2022-06-14,Sudeste,MG,23,61760,6214,3497888
2022-06-15,Sudeste,MG,83,61843,9800,3507688
2022-06-16,Sudeste,MG,0,61843,0,3507688
2022-06-17,Sudeste,MG,0,61843,0,3507688
2022-06-18,Sudeste,MG,0,61843,0,3507688
2022-06-19,Sudeste,MG,0,61843,0,3507688
2022-06-20,Sudeste,MG,31,61874,17013,3524701
2022-06-21,Sudeste,MG,42,61916,7990,3532691
2022-06-22,Sudeste,MG,0,61916,15497,3548188
2022-06-23,Sudeste,MG,0,61916,10102,3558290
2022-06-24,Sudeste,MG,99,62015,14029,3572319
2022-06-25,Sudeste,MG,0,62015,0,3572319
2022-06-26,Sudeste,MG,0,62015,0,3572319
2022-06-27,Sudeste,MG,49,62064,17112,3589431
2022-06-28,Sudeste,MG,0,62064,9209,3598640
2022-06-29,Sudeste,MG,46,62110,11611,3610251
2022-06-30,Sudeste,MG,39,62149,10991,3621242
2022-07-01,Sudeste,MG,21,62170,12222,3633464
2022-07-02,Sudeste,MG,0,62170,0,3633464
2022-07-03,Sudeste,MG,0,62170,0,3633464
2022-07-04,Sudeste,MG,27,62197,17160,3650624
2022-07-05,Sudeste,MG,38,62235,9851,3660475
2022-07-06,Sudeste,MG,52,62287,10632,3671107
2022-07-07,Sudeste,MG,37,62324,13663,3684770
2022-07-08,Sudeste,MG,23,62347,6644,3691414
2022-07-09,Sudeste,MG,0,62347,0,3691414
2022-07-10,Sudeste,MG,0,62347,0,3691414
2022-07-11,Sudeste,MG,33,62380,16620,3708034
2022-07-12,Sudeste,MG,35,62415,7872,3715906
2022-07-13,Sudeste,MG,49,62464,9155,3725061
2022-07-14,Sudeste,MG,41,62505,8790,3733851
2022-07-15,Sudeste,MG,36,62541,9342,3743193
2022-07-16,Sudeste,MG,0,62541,0,3743193
2022-07-17,Sudeste,MG,0,62541,0,3743193
2022-07-18,Sudeste,MG,26,62567,13821,3757014
2022-07-19,Sudeste,MG,39,62606,7242,3764256
2022-07-20,Sudeste,MG,46,62652,8052,3772308
2022-07-21,Sudeste,MG,35,62687,8133,3780441
2022-07-22,Sudeste,MG,34,62721,5508,3785949
2022-07-23,Sudeste,MG,0,62721,0,3785949
2022-07-24,Sudeste,MG,0,62721,0,3785949
2022-07-25,Sudeste,MG,34,62755,13049,3798998
2022-07-26,Sudeste,MG,38,62793,2837,3801835
2022-07-27,Sudeste,MG,45,62838,3869,3805704
2022-07-28,Sudeste,MG,28,62866,3692,3809396
2022-07-29,Sudeste,MG,36,62902,4731,3814127
2022-07-30,Sudeste,MG,0,62902,0,3814127
2022-07-31,Sudeste,MG,0,62902,0,3814127
2022-08-01,Sudeste,MG,56,62958,6708,3820835
2022-08-02,Sudeste,MG,37,62995,2362,3823197
2022-08-03,Sudeste,MG,42,63037,3602,3826799
2022-08-04,Sudeste,MG,50,63087,3742,3830541
2022-08-05,Sudeste,MG,17,63104,3347,3833888
2022-08-06,Sudeste,MG,0,63104,0,3833888
2022-08-07,Sudeste,MG,0,63104,0,3833888
2022-08-08,Sudeste,MG,33,63137,6078,3839966
2022-08-09,Sudeste,MG,30,63167,2095,3842061
2022-08-10,Sudeste,MG,26,63193,4281,3846342
2022-08-11,Sudeste,MG,46,63239,6317,3852659
2022-08-12,Sudeste,MG,18,63257,1990,3854649
2022-08-13,Sudeste,MG,0,63257,0,3854649
2022-08-14,Sudeste,MG,0,63257,0,3854649
2022-08-15,Sudeste,MG,0,63257,0,3854649
2022-08-16,Sudeste,MG,24,63281,3859,3858508
2022-08-17,Sudeste,MG,49,63330,469,3858977
2022-08-18,Sudeste,MG,35,63365,2311,3861288
2022-08-19,Sudeste,MG,24,63389,592,3861880
2022-08-20,Sudeste,MG,0,63389,0,3861880
2022-08-21,Sudeste,MG,0,63389,0,3861880
2022-08-22,Sudeste,MG,20,63409,1186,3863066
2022-08-23,Sudeste,MG,26,63435,2778,3865844
2022-08-24,Sudeste,MG,14,63449,351,3866195
2022-08-25,Sudeste,MG,16,63465,1279,3867474
2022-08-26,Sudeste,MG,27,63492,782,3868256
2022-08-27,Sudeste,MG,0,63492,0,3868256
2022-08-28,Sudeste,MG,0,63492,0,3868256
2022-08-29,Sudeste,MG,24,63516,1097,3869353
2022-08-30,Sudeste,MG,23,63539,402,3869755
2022-08-31,Sudeste,MG,18,63557,1231,3870986
2022-09-01,Sudeste,MG,24,63581,769,3871755
2022-09-02,Sudeste,MG,19,63600,873,3872628
2022-09-03,Sudeste,MG,0,63600,0,3872628
2022-09-04,Sudeste,MG,0,63600,0,3872628
2022-09-05,Sudeste,MG,17,63617,861,3873489
2022-09-06,Sudeste,MG,5,63622,733,3874222
2022-09-07,Sudeste,MG,0,63622,0,3874222
2022-09-08,Sudeste,MG,26,63648,-991,3873231
2022-09-09,Sudeste,MG,11,63659,1398,3874629
2022-09-10,Sudeste,MG,0,63659,0,3874629
2022-09-11,Sudeste,MG,0,63659,0,3874629
2022-09-12,Sudeste,MG,6,63665,627,3875256
2022-09-13,Sudeste,MG,11,63676,487,3875743
2022-09-14,Sudeste,MG,15,63691,395,3876138
2022-09-15,Sudeste,MG,12,63703,441,3876579
2022-09-16,Sudeste,MG,13,63716,405,3876984
2022-09-17,Sudeste,MG,0,63716,0,3876984
2022-09-18,Sudeste,MG,0,63716,0,3876984
2022-09-19,Sudeste,MG,8,63724,458,3877442
2022-09-20,Sudeste,MG,4,63728,741,3878183
2022-09-21,Sudeste,MG,26,63754,659,3878842
2022-09-22,Sudeste,MG,4,63758,217,3879059
2022-09-23,Sudeste,MG,10,63768,232,3879291
2022-09-24,Sudeste,MG,0,63768,0,3879291
2022-09-25,Sudeste,MG,0,63768,0,3879291
2022-09-26,Sudeste,MG,7,63775,81,3879372
2022-09-27,Sudeste,MG,1,63776,230,3879602
2022-09-28,Sudeste,MG,4,63780,732,3880334
2022-09-29,Sudeste,MG,-3,63777,124,3880458
2022-09-30,Sudeste,MG,3,63780,75,3880533
2022-10-01,Sudeste,MG,0,63780,0,3880533
2022-10-02,Sudeste,MG,0,63780,0,3880533
2022-10-03,Sudeste,MG,4,63784,624,3881157
2022-10-04,Sudeste,MG,5,63789,79,3881236
2022-10-05,Sudeste,MG,1,63790,155,3881391
2022-10-06,Sudeste,MG,21,63811,111,3881502
2022-10-07,Sudeste,MG,3,63814,80,3881582
2022-10-08,Sudeste,MG,0,63814,0,3881582
2022-10-09,Sudeste,MG,0,63814,0,3881582
2022-10-10,Sudeste,MG,3,63817,82,3881664
2022-10-11,Sudeste,MG,3,63820,104,3881768
2022-10-12,Sudeste,MG,0,63820,0,3881768
2022-10-13,Sudeste,MG,7,63827,113,3881881
2022-10-14,Sudeste,MG,8,63835,162,3882043
2022-10-15,Sudeste,MG,0,63835,0,3882043
2022-10-16,Sudeste,MG,0,63835,0,3882043
2022-10-17,Sudeste,MG,2,63837,123,3882166
2022-10-18,Sudeste,MG,5,63842,110,3882276
2022-10-19,Sudeste,MG,5,63847,85,3882361
2022-10-20,Sudeste,MG,11,63858,141,3882502
2022-10-21,Sudeste,MG,6,63864,301,3882803
2022-10-22,Sudeste,MG,0,63864,0,3882803
2022-10-23,Sudeste,MG,0,63864,0,3882803
2022-10-24,Sudeste,MG,6,63870,153,3882956
2022-10-25,Sudeste,MG,0,63870,134,3883090
2022-10-26,Sudeste,MG,6,63876,134,3883224
2022-10-27,Sudeste,MG,0,63876,133,3883357
2022-10-28,Sudeste,MG,3,63879,138,3883495
2022-10-29,Sudeste,MG,0,63879,0,3883495
2022-10-30,Sudeste,MG,0,63879,0,3883495
2022-10-31,Sudeste,MG,0,63879,0,3883495
2022-11-01,Sudeste,MG,0,63879,0,3883495
2022-11-02,Sudeste,MG,0,63879,0,3883495
2022-11-03,Sudeste,MG,2,63881,688,3884183
2022-11-04,Sudeste,MG,6,63887,65,3884248
2022-11-05,Sudeste,MG,0,63887,0,3884248
2022-11-06,Sudeste,MG,0,63887,0,3884248
2022-11-07,Sudeste,MG,2,63889,218,3884466
2022-11-08,Sudeste,MG,5,63894,1169,3885635
2022-11-09,Sudeste,MG,0,63894,-824,3884811
2022-11-10,Sudeste,MG,1,63895,185,3884996
2022-11-11,Sudeste,MG,2,63897,223,3885219
2022-11-12,Sudeste,MG,0,63897,0,3885219
2022-11-13,Sudeste,MG,0,63897,0,3885219
2022-11-14,Sudeste,MG,0,63897,0,3885219
2022-11-15,Sudeste,MG,0,63897,0,3885219
2022-11-16,Sudeste,MG,2,63899,509,3885728
2022-11-17,Sudeste,MG,2,63901,1047,3886775
2022-11-18,Sudeste,MG,7,63908,1679,3888454
2022-11-19,Sudeste,MG,0,63908,0,3888454
2022-11-20,Sudeste,MG,0,63908,0,3888454
2022-11-21,Sudeste,MG,2,63910,1972,3890426
2022-11-22,Sudeste,MG,6,63916,4389,3894815
2022-11-23,Sudeste,MG,14,63930,3960,3898775
2022-11-24,Sudeste,MG,13,63943,2600,3901375
2022-11-25,Sudeste,MG,0,63943,2167,3903542
2022-11-26,Sudeste,MG,0,63943,0,3903542
2022-11-27,Sudeste,MG,0,63943,0,3903542
2022-11-28,Sudeste,MG,7,63950,8210,3911752
2022-11-29,Sudeste,MG,6,63956,5571,3917323
2022-11-30,Sudeste,MG,4,63960,7274,3924597
