data,coduf,regiao,continente,casosNovos,casosAcumulado,obitosNovos,obitosAcumulado
2022-10-14,NZ,New Zealand,WPRO,0,1783035,0,2095
2022-10-15,NZ,New Zealand,WPRO,0,1783035,0,2095
2022-10-16,NZ,New Zealand,WPRO,14028,1797063,0,2095
2022-10-17,NZ,New Zealand,WPRO,14489,1811552,0,2095
2022-10-18,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-19,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-20,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-21,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-22,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-23,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-24,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-25,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-26,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-27,NZ,New Zealand,WPRO,0,1811552,0,2095
2022-10-28,NZ,New Zealand,WPRO,0,1811552,24,2119
2022-10-29,NZ,New Zealand,WPRO,41043,1852595,0,2119
2022-10-30,NZ,New Zealand,WPRO,0,1852595,0,2119
2022-10-31,NZ,New Zealand,WPRO,0,1852595,0,2119
2022-11-01,NZ,New Zealand,WPRO,0,1852595,0,2119
2022-11-02,NZ,New Zealand,WPRO,0,1852595,0,2119
2022-11-03,NZ,New Zealand,WPRO,0,1852595,0,2119
2022-11-04,NZ,New Zealand,WPRO,0,1852595,0,2119
2022-11-05,NZ,New Zealand,WPRO,0,1852595,0,2119
2022-11-06,NZ,New Zealand,WPRO,0,1852595,0,2119
2022-11-07,NZ,New Zealand,WPRO,0,1852595,0,2119
2022-11-08,NZ,New Zealand,WPRO,19678,1872273,0,2119
2022-11-09,NZ,New Zealand,WPRO,0,1872273,0,2119
2022-11-10,NZ,New Zealand,WPRO,0,1872273,0,2119
2022-11-11,NZ,New Zealand,WPRO,0,1872273,0,2119
2022-11-12,NZ,New Zealand,WPRO,0,1872273,35,2154
2022-11-13,NZ,New Zealand,WPRO,0,1872273,0,2154
2022-11-14,NZ,New Zealand,WPRO,0,1872273,28,2182
2022-11-15,NZ,New Zealand,WPRO,21885,1894158,0,2182
2022-11-16,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-17,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-18,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-19,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-20,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-21,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-22,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-23,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-24,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-25,NZ,New Zealand,WPRO,0,1894158,0,2182
2022-11-26,NZ,New Zealand,WPRO,0,1894158,30,2212
2022-11-27,NZ,New Zealand,WPRO,24759,1918917,0,2212
2022-11-28,NZ,New Zealand,WPRO,0,1918917,0,2212
2022-11-29,NZ,New Zealand,WPRO,0,1918917,0,2212
2022-11-30,NZ,New Zealand,WPRO,0,1918917,0,2212
2022-12-01,NZ,New Zealand,WPRO,0,1918917,0,2212
2022-12-02,NZ,New Zealand,WPRO,0,1918917,0,2212
2022-12-03,NZ,New Zealand,WPRO,0,1918917,23,2235
2022-12-04,NZ,New Zealand,WPRO,31859,1950776,0,2235
2022-12-05,NZ,New Zealand,WPRO,0,1950776,0,2235
2022-12-06,NZ,New Zealand,WPRO,0,1950776,0,2235
2022-12-07,NZ,New Zealand,WPRO,0,1950776,22,2257
2022-12-08,NZ,New Zealand,WPRO,37483,1988259,0,2257
2022-12-09,NZ,New Zealand,WPRO,0,1988259,0,2257
2022-12-10,NZ,New Zealand,WPRO,0,1988259,0,2257
2022-12-11,NZ,New Zealand,WPRO,0,1988259,0,2257
2022-12-12,NZ,New Zealand,WPRO,0,1988259,0,2257
2022-12-13,NZ,New Zealand,WPRO,0,1988259,0,2257
2022-12-14,NZ,New Zealand,WPRO,0,1988259,0,2257
2022-12-15,NZ,New Zealand,WPRO,0,1988259,0,2257
2022-12-16,NZ,New Zealand,WPRO,0,1988259,0,2257
2022-12-17,NZ,New Zealand,WPRO,0,1988259,31,2288
2022-12-18,NZ,New Zealand,WPRO,39722,2027981,0,2288
2022-12-19,NZ,New Zealand,WPRO,0,2027981,0,2288
2022-12-20,NZ,New Zealand,WPRO,0,2027981,0,2288
2022-12-21,NZ,New Zealand,WPRO,0,2027981,0,2288
2022-12-22,NZ,New Zealand,WPRO,0,2027981,0,2288
2022-12-23,NZ,New Zealand,WPRO,0,2027981,0,2288
2022-12-24,NZ,New Zealand,WPRO,0,2027981,0,2288
2022-12-25,NZ,New Zealand,WPRO,0,2027981,0,2288
2022-12-26,NZ,New Zealand,WPRO,0,2027981,0,2288
2022-12-27,NZ,New Zealand,WPRO,0,2027981,43,2331
2022-12-28,NZ,New Zealand,WPRO,29469,2057450,0,2331
2022-12-29,NZ,New Zealand,WPRO,0,2057450,0,2331
2022-12-30,NZ,New Zealand,WPRO,0,2057450,0,2331
2022-12-31,NZ,New Zealand,WPRO,0,2057450,0,2331
2023-01-01,NZ,New Zealand,WPRO,0,2057450,0,2331
2023-01-02,NZ,New Zealand,WPRO,0,2057450,0,2331
2023-01-03,NZ,New Zealand,WPRO,0,2057450,0,2331
2023-01-04,NZ,New Zealand,WPRO,0,2057450,0,2331
2023-01-05,NZ,New Zealand,WPRO,0,2057450,0,2331
2023-01-06,NZ,New Zealand,WPRO,0,2057450,0,2331
2023-01-07,NZ,New Zealand,WPRO,0,2057450,0,2331
2023-01-08,NZ,New Zealand,WPRO,0,2057450,62,2393
2023-01-09,NZ,New Zealand,WPRO,40236,2097686,0,2393
2023-01-10,NZ,New Zealand,WPRO,0,2097686,0,2393
2023-01-11,NZ,New Zealand,WPRO,0,2097686,0,2393
2023-01-12,NZ,New Zealand,WPRO,0,2097686,0,2393
2023-01-13,NZ,New Zealand,WPRO,0,2097686,0,2393
2023-01-14,NZ,New Zealand,WPRO,0,2097686,0,2393
2023-01-15,NZ,New Zealand,WPRO,0,2097686,44,2437
2023-01-16,NZ,New Zealand,WPRO,17311,2114997,0,2437
2023-01-17,NZ,New Zealand,WPRO,0,2114997,0,2437
2023-01-18,NZ,New Zealand,WPRO,0,2114997,0,2437
2023-01-19,NZ,New Zealand,WPRO,0,2114997,0,2437
2023-01-20,NZ,New Zealand,WPRO,0,2114997,0,2437
2023-01-21,NZ,New Zealand,WPRO,0,2114997,0,2437
2023-01-22,NZ,New Zealand,WPRO,0,2114997,0,2437
2023-01-23,NZ,New Zealand,WPRO,0,2114997,31,2468
2023-01-24,NZ,New Zealand,WPRO,12278,2127275,0,2468
2023-01-25,NZ,New Zealand,WPRO,0,2127275,0,2468
2023-01-26,NZ,New Zealand,WPRO,0,2127275,0,2468
2023-01-27,NZ,New Zealand,WPRO,0,2127275,0,2468
2023-01-28,NZ,New Zealand,WPRO,0,2127275,0,2468
2023-01-29,NZ,New Zealand,WPRO,0,2127275,9,2477
2023-01-30,NZ,New Zealand,WPRO,9387,2136662,0,2477
2023-01-31,NZ,New Zealand,WPRO,0,2136662,0,2477
2023-02-01,NZ,New Zealand,WPRO,0,2136662,0,2477
2023-02-02,NZ,New Zealand,WPRO,0,2136662,0,2477
2023-02-03,NZ,New Zealand,WPRO,0,2136662,0,2477
2023-02-04,NZ,New Zealand,WPRO,0,2136662,0,2477
2023-02-05,NZ,New Zealand,WPRO,0,2136662,0,2477
2023-02-06,NZ,New Zealand,WPRO,0,2136662,25,2502
2023-02-07,NZ,New Zealand,WPRO,7604,2144266,0,2502
2023-02-08,NZ,New Zealand,WPRO,0,2144266,0,2502
2023-02-09,NZ,New Zealand,WPRO,0,2144266,0,2502
2023-02-10,NZ,New Zealand,WPRO,0,2144266,0,2502
2023-02-11,NZ,New Zealand,WPRO,0,2144266,0,2502
2023-02-12,NZ,New Zealand,WPRO,0,2144266,11,2513
2023-02-13,NZ,New Zealand,WPRO,7272,2151538,0,2513
2023-02-14,NZ,New Zealand,WPRO,0,2151538,0,2513
2023-02-15,NZ,New Zealand,WPRO,0,2151538,0,2513
2023-02-16,NZ,New Zealand,WPRO,0,2151538,0,2513
2023-02-17,NZ,New Zealand,WPRO,0,2151538,0,2513
2023-02-18,NZ,New Zealand,WPRO,0,2151538,0,2513
2023-02-19,NZ,New Zealand,WPRO,0,2151538,21,2534
2023-02-20,NZ,New Zealand,WPRO,7100,2158638,0,2534
2023-02-21,NZ,New Zealand,WPRO,0,2158638,0,2534
2023-02-22,NZ,New Zealand,WPRO,0,2158638,0,2534
2023-02-23,NZ,New Zealand,WPRO,0,2158638,0,2534
2023-02-24,NZ,New Zealand,WPRO,0,2158638,0,2534
2023-02-25,NZ,New Zealand,WPRO,0,2158638,8,2542
2023-02-26,NZ,New Zealand,WPRO,0,2158638,0,2542
2023-02-27,NZ,New Zealand,WPRO,7832,2166470,0,2542
2023-02-28,NZ,New Zealand,WPRO,0,2166470,0,2542
2023-03-01,NZ,New Zealand,WPRO,0,2166470,0,2542
2023-03-02,NZ,New Zealand,WPRO,0,2166470,0,2542
2023-03-03,NZ,New Zealand,WPRO,0,2166470,0,2542
2023-03-04,NZ,New Zealand,WPRO,0,2166470,6,2548
2023-03-05,NZ,New Zealand,WPRO,0,2166470,0,2548
2023-03-06,NZ,New Zealand,WPRO,10029,2176499,0,2548
2023-03-07,NZ,New Zealand,WPRO,0,2176499,0,2548
2023-03-08,NZ,New Zealand,WPRO,0,2176499,0,2548
2023-03-09,NZ,New Zealand,WPRO,0,2176499,0,2548
2023-03-10,NZ,New Zealand,WPRO,0,2176499,0,2548
2023-03-11,NZ,New Zealand,WPRO,0,2176499,12,2560
2023-03-12,NZ,New Zealand,WPRO,0,2176499,0,2560
2023-03-13,NZ,New Zealand,WPRO,10133,2186632,0,2560
2023-03-14,NZ,New Zealand,WPRO,0,2186632,0,2560
2023-03-15,NZ,New Zealand,WPRO,0,2186632,0,2560
2023-03-16,NZ,New Zealand,WPRO,0,2186632,0,2560
2023-03-17,NZ,New Zealand,WPRO,0,2186632,0,2560
2023-03-18,NZ,New Zealand,WPRO,0,2186632,26,2586
2023-03-19,NZ,New Zealand,WPRO,0,2186632,0,2586
2023-03-20,NZ,New Zealand,WPRO,9923,2196555,0,2586
2023-03-21,NZ,New Zealand,WPRO,0,2196555,0,2586
2023-03-22,NZ,New Zealand,WPRO,0,2196555,0,2586
2023-03-23,NZ,New Zealand,WPRO,0,2196555,0,2586
2023-03-24,NZ,New Zealand,WPRO,0,2196555,0,2586
2023-03-25,NZ,New Zealand,WPRO,0,2196555,76,2662
2023-03-26,NZ,New Zealand,WPRO,0,2196555,0,2662
2023-03-27,NZ,New Zealand,WPRO,9839,2206394,0,2662
2023-03-28,NZ,New Zealand,WPRO,0,2206394,0,2662
2023-03-29,NZ,New Zealand,WPRO,0,2206394,0,2662
2023-03-30,NZ,New Zealand,WPRO,0,2206394,0,2662
2023-03-31,NZ,New Zealand,WPRO,0,2206394,0,2662
2023-04-01,NZ,New Zealand,WPRO,0,2206394,0,2662
2023-04-02,NZ,New Zealand,WPRO,0,2206394,25,2687
2023-04-03,NZ,New Zealand,WPRO,10653,2217047,0,2687
2023-04-04,NZ,New Zealand,WPRO,0,2217047,0,2687
2023-04-05,NZ,New Zealand,WPRO,0,2217047,0,2687
2023-04-06,NZ,New Zealand,WPRO,0,2217047,0,2687
2023-04-07,NZ,New Zealand,WPRO,0,2217047,0,2687
2023-04-08,NZ,New Zealand,WPRO,0,2217047,0,2687
2023-04-09,NZ,New Zealand,WPRO,0,2217047,0,2687
2023-04-10,NZ,New Zealand,WPRO,10595,2227642,8,2695
2023-04-11,NZ,New Zealand,WPRO,0,2227642,0,2695
2023-04-12,NZ,New Zealand,WPRO,0,2227642,0,2695
2023-04-13,NZ,New Zealand,WPRO,0,2227642,0,2695
2023-04-14,NZ,New Zealand,WPRO,0,2227642,0,2695
2023-04-15,NZ,New Zealand,WPRO,0,2227642,0,2695
2023-04-16,NZ,New Zealand,WPRO,0,2227642,21,2716
2023-04-17,NZ,New Zealand,WPRO,12799,2240441,0,2716
2023-04-18,NZ,New Zealand,WPRO,0,2240441,0,2716
2023-04-19,NZ,New Zealand,WPRO,0,2240441,0,2716
2023-04-20,NZ,New Zealand,WPRO,0,2240441,0,2716
2023-04-21,NZ,New Zealand,WPRO,0,2240441,0,2716
2023-04-22,NZ,New Zealand,WPRO,0,2240441,0,2716
2023-04-23,NZ,New Zealand,WPRO,0,2240441,0,2716
2023-04-24,NZ,New Zealand,WPRO,10999,2251440,20,2736
2023-04-25,NZ,New Zealand,WPRO,0,2251440,0,2736
2023-04-26,NZ,New Zealand,WPRO,0,2251440,0,2736
2023-04-27,NZ,New Zealand,WPRO,0,2251440,0,2736
2023-04-28,NZ,New Zealand,WPRO,0,2251440,0,2736
2023-04-29,NZ,New Zealand,WPRO,0,2251440,0,2736
2023-04-30,NZ,New Zealand,WPRO,0,2251440,0,2736
2023-05-01,NZ,New Zealand,WPRO,9686,2261126,0,2736
2023-05-02,NZ,New Zealand,WPRO,0,2261126,26,2762
2023-05-03,NZ,New Zealand,WPRO,0,2261126,0,2762
2023-05-04,NZ,New Zealand,WPRO,0,2261126,0,2762
2023-05-05,NZ,New Zealand,WPRO,0,2261126,0,2762
2023-05-06,NZ,New Zealand,WPRO,0,2261126,0,2762
2023-05-07,NZ,New Zealand,WPRO,0,2261126,30,2792
2023-05-08,NZ,New Zealand,WPRO,11103,2272229,0,2792
2023-05-09,NZ,New Zealand,WPRO,0,2272229,0,2792
2023-05-10,NZ,New Zealand,WPRO,0,2272229,0,2792
2023-05-11,NZ,New Zealand,WPRO,0,2272229,0,2792
2023-05-12,NZ,New Zealand,WPRO,0,2272229,0,2792
2023-05-13,NZ,New Zealand,WPRO,0,2272229,0,2792
2023-05-14,NZ,New Zealand,WPRO,0,2272229,0,2792
2023-05-15,NZ,New Zealand,WPRO,10632,2282861,58,2850
2023-05-16,NZ,New Zealand,WPRO,0,2282861,0,2850
2023-05-17,NZ,New Zealand,WPRO,0,2282861,0,2850
2023-05-18,NZ,New Zealand,WPRO,0,2282861,0,2850
2023-05-19,NZ,New Zealand,WPRO,0,2282861,0,2850
2023-05-20,NZ,New Zealand,WPRO,0,2282861,0,2850
2023-05-21,NZ,New Zealand,WPRO,0,2282861,43,2893
2023-05-22,NZ,New Zealand,WPRO,12698,2295559,0,2893
2023-05-23,NZ,New Zealand,WPRO,0,2295559,0,2893
2023-05-24,NZ,New Zealand,WPRO,0,2295559,0,2893
2023-05-25,NZ,New Zealand,WPRO,0,2295559,0,2893
2023-05-26,NZ,New Zealand,WPRO,0,2295559,0,2893
2023-05-27,NZ,New Zealand,WPRO,0,2295559,0,2893
2023-05-28,NZ,New Zealand,WPRO,0,2295559,49,2942
2023-05-29,NZ,New Zealand,WPRO,11384,2306943,0,2942
2023-05-30,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-05-31,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-01,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-02,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-03,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-04,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-05,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-06,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-07,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-08,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-09,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-10,NZ,New Zealand,WPRO,0,2306943,0,2942
2023-06-11,NZ,New Zealand,WPRO,0,2306943,96,3038
2023-06-12,NZ,New Zealand,WPRO,19446,2326389,0,3038
2023-06-13,NZ,New Zealand,WPRO,0,2326389,0,3038
2023-06-14,NZ,New Zealand,WPRO,0,2326389,0,3038
2023-06-15,NZ,New Zealand,WPRO,0,2326389,0,3038
2023-06-16,NZ,New Zealand,WPRO,0,2326389,0,3038
2023-06-17,NZ,New Zealand,WPRO,0,2326389,0,3038
2023-06-18,NZ,New Zealand,WPRO,0,2326389,0,3038
2023-06-19,NZ,New Zealand,WPRO,7524,2333913,39,3077
2023-06-20,NZ,New Zealand,WPRO,0,2333913,0,3077
2023-06-21,NZ,New Zealand,WPRO,0,2333913,0,3077
